iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,scheduled_service,local_code,country
DPS,large_airport,Ngurah Rai (Bali) International Airport,-8.7481698989868,115.16699981689,14,ID,Denpasar-Bali Island,yes,,Indonesia
LOP,medium_airport,Lombok International Airport,-8.757322,116.276675,319,ID,Mataram,yes,,Indonesia
YIA,medium_airport,Yogyakarta International Airport,-7.905338,110.057264,24,ID,Yogyakarta,yes,,Indonesia
DJJ,large_airport,Sentani International Airport,-2.57695,140.516006,289,ID,Jayapura-Papua Island,yes,,Indonesia
WMX,medium_airport,Wamena Airport,-4.10251,138.957001,5435,ID,"Wamena, Jayawijaya Regency, Papua Province",yes,,Indonesia
MKQ,medium_airport,Mopah Airport,-8.52029037475586,140.417999267578,10,ID,Merauke-Papua Island,yes,,Indonesia
BEJ,medium_airport,Kalimarau Airport,2.1555,117.431999,59,ID,Tanjung Redeb - Borneo Island,yes,,Indonesia
TRK,medium_airport,Juwata Airport,3.326667,117.569444,23,ID,Tarakan Island,yes,TRK,Indonesia
NAH,medium_airport,Naha Airport,3.68320989608765,125.52799987793,16,ID,Tahuna-Sangihe Island,yes,,Indonesia
PLW,medium_airport,Mutiara Airport,-0.91854202747345,119.910003662109,284,ID,Palu-Celebes Island,yes,,Indonesia
MDC,medium_airport,Sam Ratulangi Airport,1.54926002025604,124.926002502441,264,ID,Manado-Celebes Island,yes,,Indonesia
PSJ,medium_airport,Kasiguncu Airport,-1.41674995422,120.657997131,174,ID,Poso-Celebes Island,no,,Indonesia
OTI,medium_airport,Pitu Airport,2.04598999023,128.324996948,49,ID,Gotalalamo-Morotai Island,no,,Indonesia
TTE,medium_airport,Sultan Babullah Airport,0.831414,127.380997,49,ID,Sango-Ternate Island,yes,,Indonesia
LUW,medium_airport,Syukuran Aminuddin Amir Airport,-1.03892,122.772003,56,ID,Luwok - Celebes Island,no,,Indonesia
TJG,medium_airport,Warukin Airport,-2.21655988693,115.435997009,197,ID,Tanta-Tabalong-Borneo Island,yes,,Indonesia
LUV,medium_airport,Karel Sadsuitubun Airport,-5.760278,132.759444,78,ID,Langgur,yes,,Indonesia
AMQ,medium_airport,"Pattimura Airport, Ambon",-3.7102599144,128.089004517,33,ID,Ambon,yes,,Indonesia
SUB,large_airport,Juanda International Airport,-7.37982988357544,112.787002563477,9,ID,Surabaya,yes,,Indonesia
FKQ,medium_airport,Fakfak Airport,-2.92019009590149,132.266998291016,462,ID,Fakfak-Papua Island,yes,,Indonesia
KNG,medium_airport,Kaimana Airport,-3.64452004432678,133.695999145508,19,ID,Kaimana-Papua Island,yes,,Indonesia
BXB,medium_airport,Babo Airport,-2.53223991394043,133.438995361328,10,ID,Babo-Papua Island,no,,Indonesia
MKW,medium_airport,Rendani Airport,-0.891833,134.048996,23,ID,Manokwari-Papua Island,yes,,Indonesia
WNI,medium_airport,Matahora Airport,-5.293996,123.634,88,ID,Wangi-wangi Island,yes,,Indonesia
SOQ,large_airport,Domine Eduard Osok Airport,-0.894,131.287,10,ID,Sorong-Papua Island,yes,,Indonesia
PKU,medium_airport,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,0.460786014795303,101.444999694824,102,ID,Pekanbaru-Sumatra Island,yes,,Indonesia
DUM,medium_airport,Pinang Kampai Airport,1.60919,101.433998,55,ID,Dumai-Sumatra Island,yes,,Indonesia
KJT,medium_airport,Kertajati International Airport,-6.648924,108.166692,134,ID,Kertajati,no,,Indonesia
BDO,medium_airport,Husein Sastranegara International Airport,-6.90062999725342,107.575996398926,2436,ID,Bandung-Java Island,yes,,Indonesia
BTH,medium_airport,Hang Nadim International Airport,1.12102997303,104.119003296,126,ID,Batam Island,yes,,Indonesia
HLP,medium_airport,Halim Perdanakusuma International Airport,-6.26661014556885,106.890998840332,84,ID,Jakarta,yes,,Indonesia
CXP,medium_airport,Tunggul Wulung Airport,-7.64506006241,109.033996582,69,ID,Cilacap-Java Island,yes,,Indonesia
CGK,large_airport,Soekarno-Hatta International Airport,-6.1255698204,106.65599823,34,ID,Jakarta,yes,,Indonesia
TKG,medium_airport,Radin Inten II International Airport,-5.240556,105.175556,282,ID,Bandar Lampung-Sumatra Island,yes,,Indonesia
GNS,medium_airport,Binaka Airport,1.16628,97.704327,20,ID,Gunungsitoli,yes,,Indonesia
AEG,medium_airport,Aek Godang Airport,1.4001,99.430496,922,ID,Padang Sidempuan,yes,,Indonesia
MES,medium_airport,Soewondo Air Force Base,3.559167,98.671111,114,ID,Medan,no,,Indonesia
KNO,large_airport,Kualanamu International Airport,3.64177,98.885307,23,ID,Bandara Kuala Namu,yes,,Indonesia
FLZ,medium_airport,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,33,ID,Sibolga (Pinangsori),yes,,Indonesia
NPO,medium_airport,Nanga Pinoh Airport,-0.34886899590492,111.74800109863,123,ID,Nanga Pinoh-Borneo Island,yes,,Indonesia
KTG,medium_airport,Rahadi Osman Airport,-1.81664,109.962997,46,ID,Ketapang,yes,,Indonesia
NTX,medium_airport,Ranai Airport,3.90871,108.388,7,ID,Ranai-Natuna Besar Island,yes,,Indonesia
PNK,medium_airport,Supadio Airport,-0.150710999965668,109.403999328613,10,ID,Pontianak-Borneo Island,yes,,Indonesia
PSU,medium_airport,Pangsuma Airport,0.83557802438736,112.936996459961,297,ID,Putussibau-Borneo Island,yes,,Indonesia
SQG,medium_airport,Sintang(Susilo) Airport,0.0636190026998519,111.472999572754,98,ID,Sintang-Borneo Island,yes,,Indonesia
BKS,medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997,50,ID,Bengkulu,yes,,Indonesia
PLM,medium_airport,Sultan Mahmud Badaruddin II Airport,-2.8982501029968,104.69999694824,49,ID,Palembang-Sumatra Island,yes,,Indonesia
PDO,medium_airport,Pendopo Airport,-3.2860701084137,103.879997253418,184,ID,Talang Gudang-Sumatra Island,yes,,Indonesia
RGT,medium_airport,Japura Airport,-0.352807998657226,102.334999084473,62,ID,Rengat-Sumatra Island,no,,Indonesia
PDG,large_airport,Minangkabau International Airport,-0.786917,100.280998,18,ID,Padang (Katapiang),yes,,Indonesia
MEQ,medium_airport,Cut Nyak Dhien Airport,4.040631,96.253538,10,ID,Kuala Pesisir,yes,,Indonesia
TXE,medium_airport,Rembele Airport,4.72113,96.851943,4648,ID,Takengon,yes,,Indonesia
LSX,medium_airport,Lhok Sukon Airport,5.06950998306274,97.2592010498047,28,ID,Lhok Sukon-Sumatra Island,no,,Indonesia
BTJ,medium_airport,Sultan Iskandar Muda International Airport,5.52287202401,95.4206371307,65,ID,Banda Aceh,yes,,Indonesia
ISG,medium_airport,New Ishigaki Airport,24.396389,124.245,102,JP,Ishigaki,yes,,Japan
NRT,large_airport,Narita International Airport,35.764702,140.386002,141,JP,Tokyo,yes,,Japan
MMJ,medium_airport,Shinshu-Matsumoto Airport,36.166801,137.923004,2182,JP,Matsumoto,yes,,Japan
IBR,medium_airport,Ibaraki Airport / JASDF Hyakuri Air Base,36.181099,140.414993,105,JP,Omitama,yes,,Japan
IWO,medium_airport,Ioto (Iwo Jima) Air Base,24.784153,141.32261,384,JP,Ogasawara,no,,Japan
KIX,large_airport,Kansai International Airport,34.427299,135.244003,26,JP,Osaka,yes,,Japan
SHM,medium_airport,Nanki Shirahama Airport,33.6622009277,135.363998413,298,JP,Shirahama,yes,,Japan
UKB,medium_airport,Kobe Airport,34.6328010559082,135.223999023438,22,JP,Kobe,yes,,Japan
TJH,medium_airport,Konotori Tajima Airport,35.512798,134.787003,584,JP,Toyooka,no,,Japan
OBO,medium_airport,Tokachi-Obihiro Airport,42.7332992554,143.216995239,505,JP,Obihiro,yes,,Japan
CTS,large_airport,New Chitose Airport,42.7752,141.692001,82,JP,Sapporo,yes,,Japan
HKD,medium_airport,Hakodate Airport,41.7700004578,140.822006226,151,JP,Hakodate,yes,,Japan
KUH,medium_airport,Kushiro Airport,43.0410003662,144.192993164,327,JP,Kushiro,yes,,Japan
MMB,medium_airport,Memanbetsu Airport,43.8805999756,144.164001465,135,JP,Ōzora,yes,,Japan
SHB,medium_airport,Nakashibetsu Airport,43.5774993896,144.960006714,234,JP,Nakashibetsu,yes,,Japan
OKD,medium_airport,Sapporo Okadama Airport,43.117447,141.38134,25,JP,Sapporo,yes,,Japan
WKJ,medium_airport,Wakkanai Airport,45.4042015076,141.800994873,30,JP,Wakkanai,yes,,Japan
IKI,medium_airport,Iki Airport,33.7490005493,129.785003662,41,JP,Iki,yes,,Japan
UBJ,medium_airport,Yamaguchi Ube Airport,33.9300003052,131.279006958,23,JP,Ube,yes,,Japan
TSJ,medium_airport,Tsushima Airport,34.2849006653,129.330993652,213,JP,Tsushima,yes,,Japan
MBE,medium_airport,Monbetsu Airport,44.3039016724,143.404006958,80,JP,Monbetsu,yes,,Japan
AKJ,medium_airport,Asahikawa Airport,43.670799,142.447006,721,JP,Asahikawa,yes,,Japan
OIR,medium_airport,Okushiri Airport,42.0717010498,139.432998657,161,JP,Okushiri Island,yes,,Japan
RIS,medium_airport,Rishiri Airport,45.2420005798,141.186004639,112,JP,Rishiri,yes,,Japan
KUM,medium_airport,Yakushima Airport,30.3855991364,130.658996582,124,JP,Yakushima,no,,Japan
FUJ,medium_airport,Fukue Airport,32.6663017272949,128.832992553711,273,JP,Goto,yes,,Japan
FUK,large_airport,Fukuoka Airport,33.5858993530273,130.45100402832,32,JP,Fukuoka,yes,,Japan
TNE,medium_airport,New Tanegashima Airport,30.6051006317,130.990997314,768,JP,Tanegashima,yes,,Japan
KOJ,large_airport,Kagoshima Airport,31.8034000396729,130.718994140625,906,JP,Kagoshima,yes,,Japan
KMI,medium_airport,Miyazaki Airport,31.877199173,131.449005127,20,JP,Miyazaki,yes,,Japan
OIT,medium_airport,Oita Airport,33.4794006348,131.736999512,19,JP,Oita,yes,,Japan
KKJ,medium_airport,Kitakyushu Airport,33.845901,131.035004,21,JP,Kitakyushu,yes,,Japan
HSG,medium_airport,Saga Airport,33.1497001648,130.302001953,6,JP,Saga,yes,,Japan
KMJ,medium_airport,Kumamoto Airport,32.8372993469238,130.854995727539,642,JP,Kumamoto,yes,,Japan
NGS,medium_airport,Nagasaki Airport,32.9169006348,129.914001465,15,JP,Nagasaki,yes,,Japan
NGO,large_airport,Chubu Centrair International Airport,34.8583984375,136.804992675781,15,JP,Tokoname,yes,,Japan
ASJ,medium_airport,Amami Airport,28.4305992126465,129.712997436523,27,JP,Amami,yes,,Japan
OKE,medium_airport,Okinoerabu Airport,27.425501,128.701004,101,JP,Wadomari,yes,,Japan
KKX,medium_airport,Kikai Airport,28.3213005066,129.927993774,21,JP,Kikai,yes,,Japan
TKN,medium_airport,Tokunoshima Airport,27.836399,128.880997,17,JP,Amagi,yes,,Japan
NKM,medium_airport,Nagoya Airport / JASDF Komaki Air Base,35.255759,136.924095,52,JP,Nagoya,yes,,Japan
FKJ,medium_airport,Fukui Airport,36.1427993774,136.223999023,19,JP,,no,,Japan
QGU,medium_airport,Gifu Airport,35.394100189209,136.869995117188,128,JP,Gifu,no,,Japan
KMQ,medium_airport,Komatsu Airport / JASDF Komatsu Air Base,36.3946,136.406998,36,JP,Kanazawa,yes,,Japan
OKI,medium_airport,Oki Global Geopark Airport,36.178388,133.323566,311,JP,Okinoshima,yes,,Japan
FSZ,large_airport,Mount Fuji Shizuoka Airport,34.796043,138.187752,433,JP,Makinohara / Shimada,yes,,Japan
TOY,medium_airport,Toyama Airport,36.6483001708984,137.188003540039,95,JP,Toyama,yes,,Japan
NTQ,medium_airport,Noto Satoyama Airport,37.293098,136.962006,718,JP,Wajima,yes,,Japan
HIJ,medium_airport,Hiroshima Airport,34.4361,132.919006,1088,JP,Hiroshima,yes,,Japan
OKJ,medium_airport,Okayama Momotaro Airport,34.756901,133.854996,806,JP,Okayama,yes,,Japan
IZO,medium_airport,Izumo Enmusubi Airport,35.413601,132.889999,15,JP,Izumo,yes,,Japan
YGJ,medium_airport,Yonago Kitaro Airport / JASDF Miho Air Base,35.492199,133.235992,20,JP,Yonago,yes,,Japan
IWK,medium_airport,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,34.146333,132.247238,7,JP,Iwakuni,yes,,Japan
KCZ,medium_airport,Kochi Ryoma Airport,33.546101,133.669006,42,JP,Nankoku,yes,,Japan
MYJ,medium_airport,Matsuyama Airport,33.8272018432617,132.699996948242,25,JP,Matsuyama,yes,,Japan
ITM,large_airport,Osaka International Airport,34.7854995727539,135.438003540039,50,JP,Osaka,yes,,Japan
TTJ,medium_airport,Tottori Sand Dunes Conan Airport,35.530102,134.167007,65,JP,Tottori,yes,,Japan
TKS,medium_airport,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,34.132801,134.606995,26,JP,Tokushima,yes,,Japan
TAK,medium_airport,Takamatsu Airport,34.2141990662,134.01600647,607,JP,Takamatsu,yes,,Japan
IWJ,medium_airport,Iwami Airport,34.676399231,131.789993286,184,JP,Masuda,yes,,Japan
AOJ,medium_airport,Aomori Airport,40.7346992492676,140.690994262695,664,JP,Aomori,yes,,Japan
GAJ,medium_airport,Yamagata Airport,38.4119,140.371002,353,JP,Higashine,yes,,Japan
SDS,medium_airport,Sado Airport,38.0601997375,138.414001465,88,JP,Sado,yes,,Japan
FKS,medium_airport,Fukushima Airport,37.2274017333984,140.430999755859,1221,JP,Sukagawa,yes,,Japan
HHE,medium_airport,JMSDF Hachinohe Air Base / Hachinohe Airport,40.551181,141.465428,152,JP,Hachinohe,no,,Japan
HNA,medium_airport,Morioka Hanamaki Airport,39.4286,141.134995,297,JP,Hanamaki,yes,,Japan
AXT,medium_airport,Akita Airport,39.6156005859375,140.218994140625,313,JP,Akita,yes,,Japan
MSJ,medium_airport,Misawa Air Base / Misawa Airport,40.703201,141.367996,119,JP,Misawa,yes,,Japan
KIJ,medium_airport,Niigata Airport,37.9558982849,139.121002197,29,JP,Niigata,yes,,Japan
ONJ,medium_airport,Odate Noshiro Airport,40.191898,140.371002,292,JP,Kitaakita,yes,,Japan
SDJ,large_airport,Sendai Airport,38.139702,140.917007,15,JP,Natori,yes,,Japan
SYO,medium_airport,Shonai Airport,38.8121986389,139.787002563,86,JP,Shonai,yes,,Japan
NJA,medium_airport,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,35.454601,139.449997,205,JP,Ayase / Yamato,no,,Japan
HAC,medium_airport,Hachijojima Airport,33.1150016785,139.785995483,303,JP,Hachijojima,yes,,Japan
OIM,medium_airport,Oshima Airport,34.7820014954,139.36000061,130,JP,Izu Oshima,yes,,Japan
MYE,medium_airport,Miyakejima Airport,34.073600769,139.559997559,67,JP,Miyakejima,yes,,Japan
HND,large_airport,Tokyo Haneda International Airport,35.552299,139.779999,35,JP,Tokyo,yes,,Japan
OKO,large_airport,Yokota Air Base,35.7485008239746,139.348007202148,463,JP,Fussa,no,,Japan
OKA,large_airport,Naha Airport / JASDF Naha Air Base,26.195801,127.646004,12,JP,Naha,yes,,Japan
DNA,large_airport,Kadena Air Base,26.351667,127.769444,143,JP,,no,,Japan
UEO,medium_airport,Kumejima Airport,26.363445,126.71384,23,JP,Kumejima,yes,,Japan
MMD,medium_airport,Minamidaito Airport,25.8465,131.263,167,JP,Minamidaito,yes,,Japan
MMY,medium_airport,Miyako Airport,24.7828006744,125.294998169,150,JP,Miyako City,yes,,Japan
IEJ,medium_airport,Iejima Airport,26.722537,127.786801,246,JP,Ie,no,,Japan
KTD,medium_airport,Kitadaito Airport,25.9447002411,131.32699585,80,JP,Kitadaitōjima,yes,,Japan
SHI,medium_airport,Miyako Shimojishima Airport,24.8267,125.144997,54,JP,Miyakojima,no,,Japan
TRA,medium_airport,Tarama Airport,24.6539001465,124.675003052,36,JP,Tarama,yes,,Japan
RNJ,medium_airport,Yoron Airport,27.044001,128.401993,52,JP,Yoron,yes,,Japan
OGN,medium_airport,Yonaguni Airport,24.467298,122.979827,70,JP,Yonaguni,yes,,Japan
RGO,medium_airport,Orang (Chongjin) Airport,41.428538,129.647555,12,KP,Hoemun-ri,yes,,North Korea
FNJ,medium_airport,Pyongyang Sunan International Airport,39.224098,125.669998,117,KP,Pyongyang,yes,,North Korea
DSO,medium_airport,Sondok Airport,39.745201,127.473999,12,KP,Sŏndŏng-ni,yes,,North Korea
WOS,medium_airport,Wonsan Kalma International Airport,39.166801,127.486,7,KP,Wonsan,yes,,North Korea
TDK,medium_airport,Taldykorgan Airport,45.12255,78.442758,1925,KZ,Taldykorgan,no,,Kazakhstan
BXY,medium_airport,Krainiy Airport,45.621994,63.210773,317,KZ,Baikonur,no,,Kazakhstan
ALA,large_airport,Almaty Airport,43.3521003723145,77.0404968261719,2234,KZ,Almaty,yes,,Kazakhstan
BXH,medium_airport,Balkhash Airport,46.8932991027832,75.004997253418,1446,KZ,Balkhash,no,,Kazakhstan
NQZ,large_airport,Nursultan Nazarbayev International Airport,51.022202,71.466904,1165,KZ,Nur-Sultan,yes,,Kazakhstan
KOV,medium_airport,Kokshetau Airport,53.329102,69.594597,900,KZ,Kokshetau,yes,,Kazakhstan
PPK,medium_airport,Petropavl Airport,54.774702,69.183273,453,KZ,Petropavl,yes,,Kazakhstan
DMB,medium_airport,Taraz Airport,42.8535995483398,71.303596496582,2184,KZ,Taraz,yes,,Kazakhstan
CIT,medium_airport,Shymkent Airport,42.364200592041,69.4788970947266,1385,KZ,Shymkent,yes,,Kazakhstan
HSA,large_airport,Hazrat Sultan International Airport,43.313126,68.549881,1,KZ,,yes,,Kazakhstan
DZN,medium_airport,Zhezkazgan Airport,47.708302,67.733299,1250,KZ,Zhezkazgan,yes,,Kazakhstan
KGF,large_airport,Sary-Arka Airport,49.6707992553711,73.3343963623047,1765,KZ,Karaganda,yes,,Kazakhstan
URA,medium_airport,Uralsk Airport,51.1507987976074,51.543098449707,125,KZ,Uralsk,yes,,Kazakhstan
EKB,medium_airport,Ekibastuz Airport,51.5909996032715,75.2149963378906,621,KZ,Ekibastuz,no,,Kazakhstan
UKK,medium_airport,Ust-Kamennogorsk Airport,50.0365982055664,82.4942016601563,939,KZ,Ust Kamenogorsk,yes,,Kazakhstan
PWQ,medium_airport,Pavlodar Airport,52.1949996948242,77.0738983154297,410,KZ,Pavlodar,yes,,Kazakhstan
PLX,medium_airport,Semipalatinsk Airport,50.351295,80.234398,761,KZ,Semey,yes,,Kazakhstan
SCO,medium_airport,Aktau Airport,43.860093,51.09086,73,KZ,Aktau,yes,,Kazakhstan
GUW,medium_airport,Atyrau Airport,47.1218986511231,51.8213996887207,-72,KZ,Atyrau,yes,,Kazakhstan
AKX,medium_airport,Aktobe Airport,50.2458,57.206699,738,KZ,Aktobe,yes,,Kazakhstan
KSN,medium_airport,Kostanay West Airport,53.206901550293,63.5503005981445,595,KZ,Kostanay,yes,,Kazakhstan
KFZ,medium_airport,Kukës International Airport,42.035802,20.415955,1120,AL,Kukës,no,,Albania
TIA,large_airport,Tirana International Airport Mother Teresa,41.4146995544,19.7206001282,126,AL,Tirana,yes,,Albania
DBV,medium_airport,Dubrovnik Airport,42.5614013671875,18.2681999206543,527,HR,Dubrovnik,yes,,Croatia
OSI,medium_airport,Osijek Airport,45.4627,18.8102,290,HR,Osijek,yes,,Croatia
PUY,medium_airport,Pula Airport,44.8935012817383,13.9222002029419,274,HR,Pula,yes,,Croatia
RJK,medium_airport,Rijeka Airport,45.2168998718262,14.5703001022339,278,HR,Rijeka,yes,,Croatia
BWK,medium_airport,Brač Airport,43.285702,16.679701,1776,HR,Bol,yes,,Croatia
SPU,medium_airport,Split Airport,43.5388984680176,16.2980003356934,79,HR,Split,yes,,Croatia
ZAG,large_airport,Zagreb Airport,45.7429008484,16.0687999725,353,HR,Zagreb,yes,,Croatia
ZAD,medium_airport,Zadar Airport,44.108299,15.3467,289,HR,Zemunik (Zadar),yes,,Croatia
CQF,medium_airport,Calais-Dunkerque Airport,50.962101,1.95476,12,FR,Marck,no,,France
LTQ,medium_airport,Le Touquet-Côte d'Opale Airport,50.5173988342285,1.62058997154236,36,FR,Le Touquet-Paris-Plage,no,,France
AGF,medium_airport,Agen-La Garenne Airport,44.1747016906738,0.590556025505066,204,FR,Agen/La Garenne,yes,,France
BOD,large_airport,Bordeaux-Mérignac Airport,44.8283,-0.715556,162,FR,Bordeaux/Mérignac,yes,,France
EGC,medium_airport,Bergerac-Roumanière Airport,44.8252983093262,0.518611013889313,171,FR,Bergerac/Roumanière,yes,,France
CNG,medium_airport,Cognac-Châteaubernard (BA 709) Air Base,45.6582984924316,-0.317499995231628,102,FR,Cognac/Châteaubernard,no,,France
LRH,medium_airport,La Rochelle-Île de Ré Airport,46.17919921875,-1.19527995586395,74,FR,La Rochelle/Île de Ré,yes,,France
PIS,medium_airport,Poitiers-Biard Airport,46.5876998901367,0.306665986776352,423,FR,Poitiers/Biard,yes,,France
MCU,medium_airport,Montluçon-Guéret Airport,46.222599029541,2.3639600276947,1497,FR,Montluçon/Guéret,no,,France
LIG,medium_airport,Limoges Airport,45.8628005981445,1.17944002151489,1300,FR,Limoges/Bellegarde,yes,,France
NIT,medium_airport,Niort-Souché Airport,46.313477,-0.394529,203,FR,Niort/Souché,no,,France
TLS,large_airport,Toulouse-Blagnac Airport,43.629101,1.36382,499,FR,Toulouse/Blagnac,yes,,France
PUF,medium_airport,Pau Pyrénées Airport,43.3800010681152,-0.418610990047455,616,FR,Pau/Pyrénées (Uzein),yes,,France
LDE,medium_airport,Tarbes-Lourdes-Pyrénées Airport,43.1786994934082,-0.0064389999024569,1260,FR,Tarbes/Lourdes/Pyrénées,yes,,France
ANG,medium_airport,Angoulême-Brie-Champniers Airport,45.729198,0.221456,436,FR,Angoulême/Brie/Champniers,no,,France
PGX,medium_airport,Périgueux-Bassillac Airport,45.1981010437012,0.815555989742279,328,FR,Périgueux/Bassillac,no,,France
BIQ,medium_airport,Biarritz-Anglet-Bayonne Airport,43.4683333,-1.5311111,245,FR,Biarritz/Anglet/Bayonne,yes,,France
ZAO,medium_airport,Aérodrome de Cahors-Lalbenque,44.351398,1.47528,912,FR,Cahors/Lalbenque,no,,France
LBI,medium_airport,Albi-Le Séquestre Airport,43.9138984680176,2.11305999755859,564,FR,Albi/Le Séquestre,no,,France
DCM,medium_airport,Castres-Mazamet Airport,43.5563011169434,2.2891800403595,788,FR,Castres/Mazamet,yes,,France
RDZ,medium_airport,Rodez-Marcillac Airport,44.407901763916,2.48267006874084,1910,FR,Rodez/Marcillac,yes,,France
RYN,medium_airport,Royan-Médis Airport,45.628101348877,-0.972500026226044,72,FR,Royan/Médis,no,,France
RCO,medium_airport,Rochefort-Saint-Agnant (BA 721) Airport,45.8877983093262,-0.983056008815765,60,FR,Rochefort/Saint-Agnant,no,,France
IDY,medium_airport,Île d'Yeu Airport,46.7186012268066,-2.39110994338989,79,FR,Île d'Yeu,yes,,France
CMR,medium_airport,Colmar-Houssen Airport,48.1099014282227,7.35901021957397,628,FR,Colmar/Houssen,no,,France
